A0- G0:aa G1:88 G2:88 G3:55 A1- G0:a8 G1:88 G2:80 G3:15 A2- G0:88 G1:80 G2:00 G3:11 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:a0808000 G1:80200000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15141515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80020000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80100000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15150515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80020000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:a0808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:8888888c G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:a0808000 G1:80004000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:35151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:c0808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:8080 G1:8000 G2:0000 G3:1515 A1- G0:8080 G1:8000 G2:8080 G3:1515 A2- G0:8080 G1:8000 G2:8888 G3:1515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80800000 G2:80808080 G3:15151515 A2- G0:00808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808002 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:90808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:00808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000008 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80080000 G3:15151515 A1- G0:80808000 G1:80000000 G2:a0808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:a0000000 G2:80080000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80080001 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80080000 G3:15151515 A1- G0:80808000 G1:80000000 G2:a0808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151595 
A0- G0:80808000 G1:80040000 G2:80080000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80080000 G3:15151515 A1- G0:80808000 G1:80000200 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000080 G2:80080000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000008 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808180 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:00000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15051515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80010000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:8180 G1:8000 G2:8000 G3:1515 A1- G0:8080 G1:8000 G2:8080 G3:1515 A2- G0:8080 G1:8000 G2:8888 G3:1515 
A0- G0:80808000 G1:80000000 G2:a0000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80008000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:55151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:81000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88889888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80001000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80888080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000002 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808010 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000040 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:c8888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000050 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000040 G3:15151515 A1- G0:80808008 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:c0808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80008000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80020000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151715 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000020 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80a08000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80002000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:8080 G1:85d5 G2:a482 G3:5595 A1- G0:8080 G1:8080 G2:a000 G3:1515 A2- G0:95aa G1:85d5 G2:a482 G3:5595 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15141515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000008 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:8080 G1:85d5 G2:a482 G3:5595 A1- G0:8080 G1:8040 G2:a000 G3:1515 A2- G0:95aa G1:85d5 G2:a482 G3:5595 
A0- G0:81808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80809000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:81808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:a0000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000040 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:35151515 
A0- G0:80808000 G1:80000040 G2:80000000 G3:15151115 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:c0808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:35151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80200000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:00808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80200000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80888000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000080 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000800 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15171515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000080 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:88000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:17171515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000080 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:888888a8 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:151d1515 A2- G0:80808000 G1:80000080 G2:88888888 G3:15151515 
A0- G0:8080a000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:888888a8 G3:15151515 
A0- G0:80808000 G1:80002000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:151d1515 A2- G0:80808000 G1:80000080 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000480 G2:88888888 G3:15151515 
A0- G0:8080a000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:88808000 G1:80000000 G2:888888a8 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80400000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:888888a8 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808280 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:80888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000800 G2:80808280 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000004 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000080 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15141515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151517 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80a08080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151511 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15111515 A1- G0:80808000 G1:80000000 G2:80808280 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151511 A1- G0:80808000 G1:80000000 G2:80818080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15171515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80c08000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88988888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151d15 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15171515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80080000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80001000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80818000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:88000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:81808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80818000 G1:80000000 G2:80000000 G3:15151515 A1- G0:84808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:8080 G1:8555 G2:a482 G3:5595 A1- G0:8080 G1:8000 G2:a000 G3:1515 A2- G0:95aa G1:85d5 G2:a482 G3:5595 
A0- G0:8080 G1:85d5 G2:a482 G3:5595 A1- G0:8080 G1:8000 G2:a000 G3:1515 A2- G0:95aa G1:85d5 G2:e482 G3:5595 
A0- G0:80800000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80818000 G1:80000000 G2:80000000 G3:15151515 A1- G0:84808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888c88 G3:15151515 
A0- G0:8080 G1:8000 G2:8000 G3:1515 A1- G0:8080 G1:8000 G2:8080 G3:1515 A2- G0:8080 G1:8000 G2:8888 G3:1d15 
A0- G0:80818000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15111515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000080 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:8080 G1:8000 G2:8000 G3:1517 A1- G0:8080 G1:8000 G2:8080 G3:1515 A2- G0:8080 G1:8000 G2:8888 G3:1515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151514 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:82000000 G2:a0808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808100 G1:80000000 G2:88888888 G3:15151515 
A0- G0:8080 G1:8000 G2:8000 G3:3515 A1- G0:8080 G1:8000 G2:8080 G3:1515 A2- G0:8080 G1:8000 G2:8888 G3:1515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:8888888a G3:15151515 
A0- G0:80c08080 G1:80008000 G2:80008000 G3:15151515 A1- G0:80808080 G1:80008000 G2:80808080 G3:15151515 A2- G0:80808080 G1:80008000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:1d151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:808080a0 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88808888 G3:15151515 
A0- G0:8080 G1:85d5 G2:a482 G3:5595 A1- G0:8080 G1:a000 G2:a000 G3:1515 A2- G0:95aa G1:85d5 G2:a482 G3:5595 
A0- G0:80808000 G1:80000000 G2:80000000 G3:35151505 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151511 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15171515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:8888c888 G3:15151515 
A0- G0:8081 G1:8000 G2:8000 G3:1515 A1- G0:8080 G1:8000 G2:8080 G3:1515 A2- G0:8080 G1:8000 G2:8888 G3:1515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15171515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15141515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:8080 G1:8000 G2:8000 G3:3515 A1- G0:8080 G1:8000 G2:8080 G3:1515 A2- G0:80c0 G1:8000 G2:8888 G3:1515 
A0- G0:80818000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:1515151d A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:90000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000008 G3:35151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000020 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:00000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:1d151515 A2- G0:80808000 G1:80000000 G2:888888c8 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000001 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80c08080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:8080 G1:c000 G2:8000 G3:1515 A1- G0:8080 G1:8000 G2:8080 G3:1515 A2- G0:8080 G1:8000 G2:8888 G3:1515 
A0- G0:8080 G1:85d5 G2:a482 G3:5595 A1- G0:8080 G1:8000 G2:e000 G3:1515 A2- G0:95aa G1:85d5 G2:a482 G3:5595 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88880888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15111515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15111595 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80828000 G1:80000000 G2:80808080 G3:15111595 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:151d1515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15111595 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151535 A1- G0:80808000 G1:80000000 G2:80808080 G3:15111595 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:1515151d A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:05151515 
A0- G0:80828000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:8080c000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888c88 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000002 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151115 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80040000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80002000 G2:80808080 G3:15151515 A2- G0:80808080 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808100 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808080 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151517 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80800000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888889 G3:15151515 
A0- G0:80808000 G1:84000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80080000 G2:88888888 G3:15151515 
A0- G0:80818000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:88808000 G1:80000000 G2:88888888 G3:15151515 
A0- G0:80808000 G1:80000000 G2:80000000 G3:15151515 A1- G0:80808000 G1:80000000 G2:80808080 G3:15151515 A2- G0:80808000 G1:80000000 G2:88888888 G3:15151595 
